-DOCSTART- -X- O O
All	O
qualified	O
applicants	O
will	O
receive	O
consideration	O
for	O
employment	O
without	O
regard	O
to	O
race	O
,	O
color	O
,	O
religion	O
,	O
gender	O
,	O
gender	O
identity	O
or	O
expression	O
,	O
sexual	O
orientation	O
,	O
national	O
origin	O
,	O
genetics	O
,	O
disability	O
,	O
age	O
,	O
or	O
veteran	O
status	O
.	O
IBM	O
is	O
also	O
committed	O
to	O
compliance	O
with	O
all	O
fair	O
employment	O
practices	O
regarding	O
citizenship	O
and	O
immigration	O
status	O
.	O
.	O
-DOCSTART- -X- O O
Education	O
,	O
Key	O
Experiences	O
,	O
Knowledge	O
and	O
Skills	O
:	O
7	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
enterprise	B-SKILL
technology	I-SKILL
consulting	I-SKILL
or	O
direct	B-SKILL
customer	I-SKILL
experience	O
with	O
deep	O
expertise	O
on	O
SAP	B-SKILL
NetWeaver	I-SKILL
platform	O
with	O
at	O
least	O
one	B-EXPERIENCE
year	I-EXPERIENCE
of	O
architecting	B-SKILL
SAP	I-SKILL
solutions	I-SKILL
on	I-SKILL
Cloud	I-SKILL
(	I-SKILL
Public	I-SKILL
/	I-SKILL
Private	I-SKILL
)	I-SKILL
Deep	O
domain	O
expertise	O
in	O
SAP	B-SKILL
with	O
strong	O
BASIS	O
skills	O
i.e.	O
SAP	B-SKILL
landscape	O
sizing	B-SKILL
,	O
deployment	O
,	O
transport	O
management	B-SKILL
,	O
optimizing	O
features	O
,	O
system	O
performance	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
experience	O
as	O
a	O
SAP	B-SKILL
Basis	I-SKILL
Architect	I-SKILL
,	O
NetWeaver	B-SKILL
architecture	I-SKILL
and	O
SAP	B-SKILL
Hands	O
on	O
in	O
SAP	B-SKILL
performance	O
investigations	O
throughout	O
the	O
complete	O
stack	O
of	O
SAP	B-SKILL
application	O
,	O
DBMS	O
,	O
OS	O
and	O
infrastructure	O
to	O
be	O
able	O
to	O
trace	O
,	O
capture	O
,	O
diagnose	O
and	O
isolate	O
complex	O
multifactorial	O
performance	O
problems	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
in	O
SAP	B-SKILL
Basis	O
:	O
OS	B-SKILL
/	I-SKILL
DB	I-SKILL
Migration	I-SKILL
,	O
SAP	B-SKILL
Sizing	B-SKILL
,	O
SAP	B-SKILL
HA	B-SKILL
/	I-SKILL
DR	I-SKILL
Design	I-SKILL
,	O
SAP	B-SKILL
Operational	B-SKILL
Best	I-SKILL
Practices	I-SKILL
,	O
SAP	B-SKILL
version	O
upgrades	O
3	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
experience	O
in	O
RDBMS	B-SKILL
:	O
deep	O
knowledge	O
including	O
performance	B-SKILL
query	I-SKILL
analysis	I-SKILL
,	O
sizing	B-SKILL
,	O
HA	B-SKILL
/	I-SKILL
DR	I-SKILL
and	O
storage	B-SKILL
/	O
disk	B-SKILL
design	I-SKILL
of	I-SKILL
SAP	I-SKILL
HANA	B-SKILL
and	O
at	O
least	O
1	O
-	O
2	O
of	O
the	O
following	O
:	O
SQL	B-SKILL
Server	I-SKILL
,	O
Oracle	B-SKILL
,	O
Sybase	B-SKILL
,	O
DB2	B-SKILL
,	O
MaxDB	B-SKILL
Good	O
understanding	O
of	O
SUSE	B-SKILL
and	O
Red	B-SKILL
hat	I-SKILL
Linux	I-SKILL
Demonstrated	O
ability	O
to	O
size	O
SAP	B-SKILL
landscape	I-SKILL
deployments	I-SKILL
,	O
monitoring	B-SKILL
and	O
management	B-SKILL
of	O
these	O
environments	O
Able	O
to	O
articulate	B-SKILL
value	I-SKILL
proposition	I-SKILL
of	I-SKILL
MS	I-SKILL
technologies	I-SKILL
over	O
competition	O
(	O
like	O
AWS	O
,	O
GCP	O
,	O
Virtustream	O
,	O
Hana	O
Enterprise	O
Cloud	O
etc	O
.	O
)	O
Able	O
to	O
produce	B-SKILL
technical	I-SKILL
documentation	I-SKILL
consistent	O
with	O
Reference	B-SKILL
Architecture	I-SKILL
principles	O
Proven	O
track	O
record	O
of	O
building	O
deep	B-SKILL
technical	I-SKILL
relationships	I-SKILL
with	I-SKILL
senior	I-SKILL
IT	I-SKILL
executives	I-SKILL
and	O
growing	B-SKILL
data	I-SKILL
services	I-SKILL
in	I-SKILL
large	I-SKILL
or	I-SKILL
highly	I-SKILL
strategic	I-SKILL
accounts	I-SKILL
Acknowledged	O
for	O
driving	B-SKILL
decisions	I-SKILL
collaboratively	I-SKILL
,	O
resolving	B-SKILL
conflicts	I-SKILL
and	O
ensuring	B-SKILL
follow	I-SKILL
through	I-SKILL
with	O
exceptional	B-SKILL
verbal	I-SKILL
and	I-SKILL
written	I-SKILL
communication	I-SKILL
skills	I-SKILL
Presentation	B-SKILL
skills	I-SKILL
with	O
a	O
high	O
degree	O
of	O
comfort	O
with	O
both	O
large	O
and	O
small	O
audiences	O
(	O
Senior	O
Executives	O
,	O
IT	O
management	O
and	O
developers	O
)	O
Technical	O
Degree	O
:	O
min	O
of	O
Bachelor	B-DIPLOMA
of	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
or	O
adjacent	O
fields	O
preferred	O
Prior	O
work	O
experience	O
in	O
a	O
Consulting	B-SKILL
/	O
Architecture	B-SKILL
position	O
within	O
a	O
software	B-SKILL
and/or	O
services	B-SKILL
company	O
desired	O
Travel	O
required	O
:	O
0	O
-	O
30	O
%	O
Re	O
-	O
location	O
would	O
be	O
accommodated	O
for	O
qualified	O
candidates	O
Fluen	O
in	O
English	B-SKILL
&	O
Swedish	B-SKILL
Experiences	O
Desired	O
:	O
Very	O
good	O
understanding/	O
experience	O
on	O
multiple	O
SAP	B-SKILL
products	O
and	O
understanding	O
of	O
SAP	B-SKILL
roadmap	O
Knowledge	O
of	O
Network	B-SKILL
Architecture	I-SKILL
and	O
standards	O
for	O
large	O
enterprise	O
deployments	O
(	O
Cisco	B-SKILL
SAFE	I-SKILL
/	O
Zoning	B-SKILL
models	I-SKILL
)	O
and	O
operation	O
understanding	O
security	O
frameworks	O
specific	O
to	O
IT	B-SKILL
Standards	I-SKILL
(	I-SKILL
PCI	I-SKILL
/	I-SKILL
PII	I-SKILL
/	I-SKILL
SOX	I-SKILL
/	I-SKILL
ETC	I-SKILL
)	I-SKILL
-DOCSTART- -X- O O
BS	B-DIPLOMA
or	I-DIPLOMA
MS	I-DIPLOMA
in	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
,	O
Engineering	B-DIPLOMA_MAJOR
,	O
or	O
a	O
related	O
technical	O
discipline	O
or	O
equivalent	O
experience	O
Experience	O
running	B-SKILL
systems	I-SKILL
at	O
scale	O
leveraging	O
web	B-SKILL
scale	I-SKILL
technologies	I-SKILL
like	O
:	O
PHP	B-SKILL
,	O
Nginx	B-SKILL
,	O
Squid	B-SKILL
,	O
memcached	O
,	O
Apache	B-SKILL
,	O
Python	B-SKILL
,	O
MySQL	O
,	O
Redis	O
,	O
Hadoop	B-SKILL
,	O
and	O
HBASE	B-SKILL
Experience	O
with	O
Linux	B-SKILL
/	O
Unix	B-SKILL
internals	I-SKILL
and	O
systems	B-SKILL
services	I-SKILL
like	O
DNS	B-SKILL
,	O
DHCP	B-SKILL
,	O
TFTP	B-SKILL
,	O
iptables	B-SKILL
,	O
smtp	B-SKILL
,	O
etc	O
.	O
Experience	O
with	O
networking	B-SKILL
protocols	I-SKILL
such	O
as	O
TCP	B-SKILL
,	O
UDP	B-SKILL
and	O
HTTP	B-SKILL
Experience	O
implementing	O
instrumentation	O
and	O
monitoring	O
solutions	O
-DOCSTART- -X- O O
Experience	O
in	O
REST	B-SKILL
API	I-SKILL
design	I-SKILL
Experience	O
in	O
GRPC	B-SKILL
API	I-SKILL
design	I-SKILL
Experience	O
with	O
development	B-SKILL
and	O
testing	B-SKILL
Solid	O
coding	B-SKILL
experience	O
,	O
preferably	O
with	O
parallel	B-SKILL
and	O
distributed	B-SKILL
systems	I-SKILL
Familiarity	O
with	O
and	O
preferably	O
extensive	O
experience	O
with	O
open	B-SKILL
source	I-SKILL
CI	B-SKILL
/	I-SKILL
CD	I-SKILL
tools	O
such	O
as	O
GitHub	B-SKILL
Demonstrated	O
ability	O
to	O
deliver	O
with	O
quality	O
in	O
a	O
team	O
environment	O
Preferred	O
Tech	B-SKILL
and	O
Prof	B-SKILL
Experience	O
Knowledge	O
with	O
concepts	O
in	O
,	O
and	O
preferably	O
experience	O
with	O
microservices	B-SKILL
,	O
containers	B-SKILL
,	O
and	O
Kubernetes	B-SKILL
Knowledge	O
of	O
authorization	B-SKILL
concepts	I-SKILL
Experience	O
with	O
multiple	O
languages	O
including	O
Go	B-SKILL
Security	I-SKILL
Authorization	I-SKILL
skills	O
EO	O
Statement	O
IBM	O
is	O
committed	O
to	O
creating	O
a	O
diverse	O
environment	O
and	O
is	O
proud	O
to	O
be	O
an	O
equal	O
opportunity	O
employer	O
.	O
All	O
qualified	O
applicants	O
will	O
receive	O
consideration	O
for	O
employment	O
without	O
regard	O
to	O
race	O
,	O
color	O
,	O
religion	O
,	O
gender	O
,	O
gender	O
identity	O
or	O
expression	O
,	O
sexual	O
orientation	O
,	O
national	O
origin	O
,	O
genetics	O
,	O
disability	O
,	O
age	O
,	O
or	O
veteran	O
status	O
.	O
IBM	O
is	O
also	O
committed	O
to	O
compliance	O
with	O
all	O
fair	O
employment	O
practices	O
regarding	O
citizenship	O
and	O
immigration	O
status	O
.	O
.	O
-DOCSTART- -X- O O
Education	O
,	O
Key	O
Experiences	O
,	O
Skills	O
and	O
Knowledge	O
:	O
3	B-EXPERIENCE
-	I-EXPERIENCE
8	I-EXPERIENCE
years	I-EXPERIENCE
of	O
related	O
experience	O
Required	O
Bachelors	B-DIPLOMA
Degree	O
Preferred	O
MBA	B-DIPLOMA
/	I-DIPLOMA
Masters	I-DIPLOMA
Degree	O
Extensive	O
experience	O
in	O
business	B-SKILL
development	I-SKILL
,	O
partner	B-SKILL
management	I-SKILL
or	O
account	B-SKILL
management	I-SKILL
positions	O
Passion	O
for	O
Education	O
and	O
ICT	B-SKILL
:	O
Likes	O
to	O
win	O
and	O
is	O
passionate	O
about	O
making	O
a	O
strong	O
contribution	O
to	O
future	O
generations	O
.	O
Strategic	O
focus	O
and	O
analytical	B-SKILL
skills	O
enabling	O
comprehension	O
of	O
complex	O
technical	O
,	O
business	B-SKILL
,	O
and	O
legal	B-SKILL
issues	I-SKILL
leading	O
to	O
the	O
formation	O
and	O
execution	O
of	O
successful	O
end	O
to	O
end	O
partner	O
strategies	O
Exceptional	O
communication	B-SKILL
,	O
presentation	B-SKILL
and	O
interpersonal	B-SKILL
skills	O
with	O
a	O
proven	O
track	O
record	O
in	O
relationship	O
building	O
cross	O
-	O
group	O
relationships	O
Solid	O
understanding	O
of	O
partner	B-SKILL
programs	I-SKILL
and	O
partner	B-SKILL
ecosystems	I-SKILL
to	O
ensure	O
leverage	O
,	O
optimization	B-SKILL
and	O
collaboration	B-SKILL
with	O
existing	O
resources	O
A	O
proven	O
sales	O
and	O
sales	B-SKILL
management	I-SKILL
track	O
record	O
that	O
includes	O
extensive	O
direct	O
contact	O
with	O
customers	O
and	O
partners	O
and	O
an	O
ability	O
to	O
develop	O
and	O
implement	O
successful	O
sales	B-SKILL
plans	I-SKILL
Ability	B-SKILL
to	I-SKILL
win	I-SKILL
in	I-SKILL
a	I-SKILL
highly	I-SKILL
competitive	I-SKILL
environment	I-SKILL
-	O
proven	O
ability	O
to	O
successfully	O
address	B-SKILL
competitive	I-SKILL
threats	I-SKILL
,	O
navigate	B-SKILL
complex	I-SKILL
customer	I-SKILL
environments	I-SKILL
and	O
make	O
the	O
appropriate	O
judgment	O
calls	O
to	O
succeed	O
Executive	O
maturity	O
and	O
presence	O
to	O
appropriately	O
represent	O
company	O
to	O
senior	O
IT	O
and	O
Business	B-SKILL
executives	O
at	O
customers	O
and	O
partners	O
.	O
This	O
includes	O
the	O
ability	O
to	O
understand	O
key	O
industry	O
drivers	O
,	O
issues	O
and	O
solutions	O
,	O
distribution	O
channels	O
,	O
partners	O
and	O
analyst	O
insights	O
-DOCSTART- -X- O O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
software	B-SKILL
engineering	I-SKILL
experience	O
or	O
coding	B-SKILL
experience	O
in	O
C	B-SKILL
,	O
C++	B-SKILL
,	O
or	O
Java	B-SKILL
2	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
experience	O
building	B-SKILL
database	I-SKILL
software	I-SKILL
B.S.	B-DIPLOMA
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
or	O
related	O
technical	O
field	O
PREFERRED	O
Experience	O
working	O
directly	O
with	O
database	B-SKILL
systems	O
at	O
scale	O
M.S.	B-DIPLOMA
or	O
PhD	B-DIPLOMA
in	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
or	O
related	O
technical	O
field	O
-DOCSTART- -X- O O
5	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
architecting	B-SKILL
enterprise	I-SKILL
scale	I-SKILL
mobile	I-SKILL
or	O
web	B-SKILL
solutions	I-SKILL
5	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
in	O
Full	B-SKILL
-	I-SKILL
stack	I-SKILL
development	I-SKILL
experience	O
(	O
Node.js	B-SKILL
,	O
Java	B-SKILL
,	O
JavaScript	B-SKILL
,	O
Database	B-SKILL
)	O
5	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
in	O
developing	B-SKILL
APIs	I-SKILL
,	O
web	B-SKILL
services	I-SKILL
3	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
of	O
designing	O
and	O
deploying	O
applications	O
to	O
Softlayer	B-SKILL
or	O
Amazon	B-SKILL
Web	I-SKILL
Services	I-SKILL
Strong	O
background	O
in	O
computer	B-SKILL
science	I-SKILL
,	O
with	O
strong	O
competencies	O
in	O
object	B-SKILL
-	I-SKILL
oriented	I-SKILL
design	I-SKILL
,	O
data	B-SKILL
structures	I-SKILL
and	O
algorithms	B-SKILL
.	O
Experience	O
with	O
automated	B-SKILL
testing	I-SKILL
for	O
mobile	O
and	O
web	B-SKILL
platforms	I-SKILL
Experience	O
with	O
Docker	B-SKILL
and	O
container	O
orchestration	O
tools	O
Familiarity	O
with	O
GitHub	B-SKILL
,	O
JIRA	B-SKILL
,	O
Trello	B-SKILL
,	O
New	B-SKILL
Relic	I-SKILL
Preferred	O
Tech	O
and	O
Prof	O
Experience	O
3	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
of	O
mobile	B-SKILL
development	I-SKILL
experience	O
on	O
iOS	B-SKILL
platform	O
(	O
Swift	B-SKILL
,	O
Objective	B-SKILL
-	O
C	B-SKILL
)	O
and	O
iOS	B-SKILL
development	O
techniques	O
3	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
in	O
Relational	B-SKILL
and	O
NoSQL	B-SKILL
databases	I-SKILL
3	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
of	O
advanced	O
practice	O
of	O
Agile	B-SKILL
development	I-SKILL
methodologies	O
EO	O
Statement	O
IBM	O
is	O
committed	O
to	O
creating	O
a	O
diverse	O
environment	O
and	O
is	O
proud	O
to	O
be	O
an	O
equal	O
opportunity	O
employer	O
.	O
All	O
qualified	O
applicants	O
will	O
receive	O
consideration	O
for	O
employment	O
without	O
regard	O
to	O
race	O
,	O
color	O
,	O
religion	O
,	O
gender	O
,	O
gender	O
identity	O
or	O
expression	O
,	O
sexual	O
orientation	O
,	O
national	O
origin	O
,	O
genetics	O
,	O
disability	O
,	O
age	O
,	O
or	O
veteran	O
status	O
.	O
IBM	O
is	O
also	O
committed	O
to	O
compliance	O
with	O
all	O
fair	O
employment	O
practices	O
regarding	O
citizenship	O
and	O
immigration	O
status	O
.	O
.	O
-DOCSTART- -X- O O
4	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
product	B-SKILL
management	I-SKILL
experience	O
with	O
2	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
making	B-SKILL
hardware	I-SKILL
products	I-SKILL
.	O
Experience	O
in	O
software	B-SKILL
/	I-SKILL
hardware	I-SKILL
engineering	I-SKILL
.	O
Experience	O
managing	B-SKILL
delivery	I-SKILL
of	O
at	O
least	O
1	O
consumer	B-SKILL
hardware	I-SKILL
product	I-SKILL
.	O
Organization	O
experience	O
and	O
experience	O
managing	B-SKILL
multiple	I-SKILL
ongoing	I-SKILL
projects	I-SKILL
.	O
PREFERRED	O
Track	O
record	O
developing	O
nascent	O
consumer	O
hardware	B-SKILL
and	O
software	B-SKILL
technologies	O
into	O
successful	O
mass	B-SKILL
-	I-SKILL
market	I-SKILL
consumer	O
products	O
Experience	O
delivering	O
products	O
with	O
next	B-SKILL
-	I-SKILL
generation	I-SKILL
technology	I-SKILL
introduction	O
Ability	O
to	O
think	B-SKILL
strategically	I-SKILL
and	O
execute	B-SKILL
methodically	I-SKILL
-DOCSTART- -X- O O
Bachelors	B-DIPLOMA
degree	O
in	O
technical	B-DIPLOMA_MAJOR
or	O
business	B-DIPLOMA_MAJOR
related	O
field	O
of	O
study	O
.	O
6	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
work	O
experience	O
in	O
supply	B-SKILL
chain	I-SKILL
.	O
Experience	O
in	O
supplier	B-SKILL
management	I-SKILL
of	O
ODM	B-SKILL
,	O
EMS	B-SKILL
or	O
CM	B-SKILL
suppliers	I-SKILL
.	O
Experience	O
managing	B-SKILL
suppliers	I-SKILL
in	O
global	O
engagements	O
.	O
Experience	O
improving	B-SKILL
and	O
managing	B-SKILL
supplier	I-SKILL
performance	I-SKILL
in	O
production	O
and	O
NPI	O
environments	O
.	O
Interpersonal	B-SKILL
and	O
communication	B-SKILL
experience	O
.	O
Experience	O
handling	B-SKILL
multiple	I-SKILL
priorities	I-SKILL
.	O
Independent	O
with	O
proven	O
experience	O
in	O
executing	B-SKILL
on	I-SKILL
multiple	I-SKILL
tasks	I-SKILL
simultaneously	I-SKILL
.	O
Organizational	O
and	O
time	B-SKILL
management	I-SKILL
experience	O
.	O
Analytical	B-SKILL
experience	I-SKILL
.	O
Knowledge	O
of	O
EMS	B-SKILL
/	I-SKILL
ODM	I-SKILL
/	I-SKILL
JDM	I-SKILL
/	I-SKILL
OEM	I-SKILL
business	B-SKILL
models	I-SKILL
,	O
consignment	B-SKILL
&	I-SKILL
turnkey	I-SKILL
materials	I-SKILL
management	I-SKILL
,	O
cost	B-SKILL
modeling	I-SKILL
,	O
supply	B-SKILL
chain	I-SKILL
design	I-SKILL
,	O
and	O
reverse	B-SKILL
logistics	I-SKILL
.	O
Demonstrated	O
experience	O
to	O
drive	O
a	O
plan	O
to	O
bring	O
resolution	O
to	O
differing	O
opinions	O
,	O
reach	O
out	O
across	O
functional	O
boundaries	O
to	O
drive	O
collaboration	B-SKILL
and	O
share	O
credit	O
in	O
a	O
team	O
environment	O
.	O
Experience	O
using	O
Agile	B-SKILL
BOM	I-SKILL
management	I-SKILL
tools	O
.	O
Experience	O
working	O
with	O
Asia	B-SKILL
based	I-SKILL
suppliers	I-SKILL
.	O
Experience	O
and	O
knowledge	O
with	O
hardware	B-SKILL
design	I-SKILL
.	O
PREFERRED	O
Working	O
knowledge	O
of	O
network	B-SKILL
engineering	I-SKILL
,	O
and	O
hardware	B-SKILL
,	O
such	O
as	O
TOR	B-SKILL
and	O
Fabric	B-SKILL
.	O
Supply	B-SKILL
Chain	I-SKILL
Management	I-SKILL
experience	O
.	O
-DOCSTART- -X- O O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
software	B-SKILL
engineering	I-SKILL
work	O
experience	O
,	O
including	O
hands	O
-	O
on	O
technical	O
management	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
coding	B-SKILL
experience	O
in	O
one	O
of	O
the	O
following	O
languages	O
:	O
C++	B-SKILL
,	O
Java	B-SKILL
,	O
and/or	O
PHP	B-SKILL
Demonstrated	O
experience	O
with	O
recruiting	B-SKILL
and	O
managing	B-SKILL
technical	I-SKILL
teams	I-SKILL
,	O
including	O
performance	B-SKILL
management	I-SKILL
BA	B-DIPLOMA
/	I-DIPLOMA
BS	I-DIPLOMA
in	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
(	O
In	O
lieu	O
of	O
degree	O
,	O
4	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
similar	O
work	O
experience	O
)	O
-DOCSTART- -X- O O
MS	B-DIPLOMA
/	I-DIPLOMA
Ph	I-DIPLOMA
.	I-DIPLOMA
D.	I-DIPLOMA
in	O
CS	B-DIPLOMA_MAJOR
/	I-DIPLOMA_MAJOR
EE	I-DIPLOMA_MAJOR
or	O
related	O
areas	O
is	O
required	O
.	O
Strong	O
ability	O
and	O
effectiveness	O
working	O
in	O
a	O
significant	O
technical	O
problem	O
domain	O
,	O
in	O
the	O
term	O
of	O
plan	O
,	O
design	B-SKILL
,	O
execution	B-SKILL
,	O
continuous	O
release	O
and	O
service	B-SKILL
operation	I-SKILL
.	O
Strong	O
software	O
engineering	O
fundamentals	O
,	O
including	O
coding	B-SKILL
,	O
problem	B-SKILL
solving	I-SKILL
and	O
data	B-SKILL
analysis	I-SKILL
skills	O
.	O
Background	O
in	O
machine	B-SKILL
learning	I-SKILL
/	I-SKILL
deep	I-SKILL
learning	I-SKILL
(	O
strongly	O
preferred	O
)	O
.	O
Passionate	O
and	O
self	O
-	O
motivated	O
.	O
Ability	O
to	O
effectively	O
work	O
in	O
collaborative	B-SKILL
multiple	O
project	O
team	O
environment	O
and	O
ship	B-SKILL
production	I-SKILL
features	O
in	O
a	O
fast	O
-	O
paced	O
environment	O
.	O
Good	O
communication	B-SKILL
skills	O
,	O
both	O
verbal	B-SKILL
and	O
written	B-SKILL
.	O
Customer	B-SKILL
/	I-SKILL
end	I-SKILL
result	I-SKILL
/	I-SKILL
Metrics	I-SKILL
driven	O
in	O
design	B-SKILL
and	O
development	B-SKILL
.	O
Strong	O
ability	O
in	O
self	B-SKILL
-	I-SKILL
learning	I-SKILL
,	O
entering	O
new	O
domain	O
,	O
managing	O
through	O
uncertainty	O
in	O
an	O
innovative	O
team	O
environment	O
-DOCSTART- -X- O O
The	O
ideal	O
candidate	O
will	O
demonstrate	O
Planning	B-SKILL
and	O
Execution	B-SKILL
:	O
Ability	O
to	O
think	O
holistically	B-SKILL
and	O
strategically	B-SKILL
.	O
Leverage	O
understanding	O
of	O
engineering	B-SKILL
rhythm	I-SKILL
so	O
that	O
the	O
team	O
operates	O
at	O
a	O
high	O
level	O
,	O
knowledge	O
is	O
shared	O
appropriately	O
,	O
and	O
decision	O
making	O
happens	O
at	O
the	O
right	O
levels	O
on	O
the	O
team	O
.	O
Proven	O
ability	O
to	O
plan	B-SKILL
,	O
organize	B-SKILL
,	O
and	O
manage	B-SKILL
complex	I-SKILL
technical	I-SKILL
products	I-SKILL
.	O
Communication	O
:	O
Able	O
to	O
conduct	O
insightful	O
,	O
multi	B-SKILL
-	I-SKILL
faceted	I-SKILL
conversations	I-SKILL
with	O
senior	O
product	O
and	O
technical	O
decision	O
makers	O
inside	O
and	O
outside	O
Microsoft	O
.	O
Conceptualize	B-SKILL
complex	I-SKILL
ideas	I-SKILL
quickly	O
and	O
convey	O
those	O
thoughts	O
to	O
others	O
in	O
a	O
clear	O
,	O
effective	O
and	O
motivating	O
manner	O
.	O
Collaboration	B-SKILL
:	O
Experienced	O
collaborator	O
able	O
to	O
work	O
effectively	O
across	O
broad	O
teams	O
and	O
influence	B-SKILL
stakeholders	O
of	O
all	O
levels	O
and	O
of	O
all	O
disciplines	O
across	O
Microsoft	O
.	O
Cultural	B-SKILL
Leadership	I-SKILL
:	O
Proven	O
ability	O
to	O
lead	B-SKILL
cultural	I-SKILL
initiatives	I-SKILL
,	O
having	O
positive	O
impact	O
on	O
team	O
morale	O
and	O
fostering	O
an	O
environment	O
of	O
inclusion	O
.	O
Microsoft	O
Values	O
:	O
As	O
a	O
senior	O
member	O
of	O
the	O
Edge	O
Product	O
Team	O
,	O
candidates	O
must	O
be	O
excellent	O
representatives	O
of	O
the	O
Microsoft	O
cultural	O
attributes	O
and	O
leadership	O
principles	O
.	O
Judgement	O
:	O
Excellent	O
product	O
and	O
technical	O
judgment	O
.	O
Consistently	O
demonstrating	O
maturity	O
and	O
intellectual	O
curiosity	O
,	O
helping	O
the	O
team	O
pursue	O
the	O
best	O
ideas	O
.	O
8	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
related	O
program	B-SKILL
management	I-SKILL
/	O
product	B-SKILL
management	I-SKILL
experience	O
3	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
people	B-SKILL
management	I-SKILL
experience	O
,	O
or	O
relevant	O
experience	O
demonstrating	O
readiness	O
to	O
step	O
up	O
into	O
a	O
people	B-SKILL
management	I-SKILL
role	O
.	O
Extensive	O
and	O
relevant	O
experience	O
with	O
software	B-SKILL
security	I-SKILL
Strong	O
project	B-SKILL
management	I-SKILL
and	O
people	B-SKILL
management	I-SKILL
skills	O
Track	O
record	O
of	O
building	B-SKILL
high	I-SKILL
functioning	I-SKILL
teams	I-SKILL
,	O
including	O
recruiting	B-SKILL
and	O
retaining	O
diverse	O
talent	O
Proven	O
competency	O
in	O
product	B-SKILL
leadership	I-SKILL
,	O
organizational	B-SKILL
agility	I-SKILL
,	O
cross	B-SKILL
-	I-SKILL
team	I-SKILL
collaboration	I-SKILL
,	O
drive	O
for	O
results	O
,	O
and	O
written	B-SKILL
and	O
verbal	B-SKILL
communications	I-SKILL
Experience	O
building	B-SKILL
software	I-SKILL
products	O
with	O
diverse	O
engineering	O
teams	O
and	O
stakeholders	O
.	O
-DOCSTART- -X- O O
8	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
software	B-SKILL
engineering	I-SKILL
experience	O
,	O
including	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
hands	O
-	O
on	O
technical	B-SKILL
management	I-SKILL
Prior	O
experience	O
in	O
one	O
of	O
the	O
following	O
C++	O
,	O
Java	O
,	O
and/or	O
Python	O
Demonstrated	O
domain	O
experience	O
in	O
spam	B-SKILL
detection	I-SKILL
,	O
pattern	B-SKILL
recognition	I-SKILL
,	O
authentication	B-SKILL
systems	I-SKILL
and	O
data	B-SKILL
analytics	I-SKILL
Demonstrated	O
ability	O
to	O
recruit	B-SKILL
and	O
manage	B-SKILL
technical	I-SKILL
teams	I-SKILL
,	O
including	O
performance	O
management	O
BA	B-DIPLOMA
/	I-DIPLOMA
BS	I-DIPLOMA
in	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
(	O
In	O
lieu	O
of	O
degree	O
,	O
4	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
relevant	O
work	O
)	O
-DOCSTART- -X- O O
Basic	O
:	O
BS	B-DIPLOMA
/	I-DIPLOMA
BA	I-DIPLOMA
in	O
Electrical	B-DIPLOMA_MAJOR
/	I-DIPLOMA_MAJOR
Mechanical	I-DIPLOMA_MAJOR
Engineering	I-DIPLOMA_MAJOR
,	O
Computer	B-DIPLOMA_MAJOR
